user_id,avg_decision_time,risk_score,exploration_score,curiosity_score,information_score,time_pressure_efficiency,decision_consistency,decision_variance,risk_shift_over_time,hint_dependency_curve,exploration_depth,pressure_success_rate,option_entropy,timeout_rate,path_unlock_rate,event_count,confidence,curiosity,emotional_safety,exploratory_power
TCBIS1561,7.079,0.47,0.598,0.935,0.711,0.516,0.666,0.395,-0.342,0.523,0.498,0.533,0.552,0.039,0.313,22,6.92,6.98,8.46,5.47
TCBIS1562,8.155,0.456,0.919,0.394,0.722,0.496,0.635,0.42,-0.354,-0.27,0.75,0.569,0.35,0.141,0.435,11,6.8,4.82,6.33,7.92
TCBIS1563,4.035,0.5,0.866,0.714,0.76,0.546,0.663,0.266,0.199,0.531,0.642,0.355,0.638,0.232,0.227,15,7.3,6.93,6.62,7.14
TCBIS1564,4.492,0.202,0.642,0.527,0.271,0.499,0.568,0.447,-0.49,0.444,0.557,0.394,0.629,0.153,0.4,19,6.04,5.67,6.57,6.89
TCBIS1565,7.612,0.656,0.27,0.227,0.308,0.423,0.889,0.137,0.453,0.5,0.351,0.457,0.924,0.421,0.501,17,6.24,4.52,6.23,5.2
TCBIS1566,8.484,0.224,0.142,0.629,0.641,0.353,0.634,0.404,-0.257,-0.262,0.176,0.295,0.975,0.114,0.238,16,5.22,6.83,5.96,4.58
TCBIS1567,6.132,0.854,0.313,0.389,0.557,0.511,0.687,0.313,0.247,-0.073,0.301,0.483,0.87,0.231,0.28,14,6.62,5.82,4.63,5.83
TCBIS1568,3.519,0.201,0.71,0.535,0.416,0.661,0.933,0.016,0.452,0.285,0.534,0.648,0.753,0.082,0.208,22,8.51,4.99,6.39,6.44
TCBIS1569,9.299,0.313,0.743,0.668,0.701,0.401,0.275,0.723,0.252,0.602,0.639,0.45,0.621,0.158,0.445,13,5.99,6.49,4.93,7.21
TCBIS1570,8.308,0.436,0.864,0.915,0.473,0.587,0.491,0.508,-0.124,0.622,0.666,0.838,0.276,0.005,0.299,15,7.42,7.39,7.43,7.22
TCBIS1571,2.37,0.576,0.647,0.414,0.66,0.726,0.828,0.229,0.04,0.055,0.621,0.649,0.768,0.009,0.572,19,8.63,5.59,7.44,7.12
TCBIS1572,11.29,0.399,0.433,0.153,0.487,0.3,0.775,0.216,-0.338,-0.121,0.382,0.426,0.57,0.093,0.286,15,4.88,5.11,6.89,5.52
TCBIS1573,3.67,0.273,0.541,0.568,0.677,0.562,0.706,0.245,-0.022,-0.267,0.426,0.381,0.767,0.61,0.213,13,6.02,5.33,6.14,6.35
TCBIS1574,5.539,0.549,0.332,0.966,0.537,0.464,0.472,0.593,0.447,0.255,0.403,0.337,0.602,0.539,0.534,11,5.48,7.47,4.9,5.95
TCBIS1575,10.401,0.681,0.688,0.426,0.521,0.535,0.5,0.478,-0.168,0.394,0.559,0.874,0.675,0.105,0.319,18,6.49,5.87,6.12,6.74
TCBIS1576,5.813,0.414,0.617,0.557,0.77,0.689,0.94,0.13,-0.021,-0.345,0.442,0.807,0.381,0.048,0.116,20,7.35,6.38,7.42,5.65
TCBIS1577,1.379,0.159,0.18,0.633,0.675,0.801,0.85,0.16,0.364,-0.089,0.226,0.735,0.836,0.209,0.312,16,7.86,6.09,5.68,5.62
TCBIS1578,6.994,0.551,0.218,0.463,0.469,0.562,0.736,0.315,0.539,-0.159,0.189,0.682,0.859,0.333,0.136,11,6.47,5.72,5.69,4.59
TCBIS1579,11.036,0.493,0.119,0.694,0.774,0.291,0.902,0.048,-0.416,-0.183,0.268,0.323,0.794,0.172,0.546,18,5.72,6.44,7.25,4.84
TCBIS1580,2.601,0.786,0.705,0.305,0.62,0.672,0.771,0.15,-0.39,0.058,0.675,0.556,0.545,0.046,0.618,18,7.63,3.99,6.72,7.3
TCBIS1581,10.756,0.307,0.759,0.172,0.45,0.294,0.683,0.245,0.129,-0.107,0.524,0.38,0.725,0.225,0.088,14,4.64,4.73,6.67,7.13
TCBIS1582,1.834,0.585,0.559,0.095,0.224,0.491,0.951,0.119,0.426,0.332,0.461,0.183,0.414,0.257,0.279,13,6.38,4.11,6.7,5.55
TCBIS1583,5.601,0.296,0.405,0.24,0.25,0.303,0.393,0.563,0.29,0.459,0.313,0.048,0.476,0.128,0.143,18,5.06,5.45,5.1,5.52
TCBIS1584,5.68,0.521,0.257,0.204,0.56,0.459,0.803,0.228,-0.305,0.598,0.199,0.333,0.484,0.155,0.09,17,6.4,5.23,6.58,5.04
TCBIS1585,2.515,0.141,0.293,0.557,0.304,0.649,0.846,0.217,0.534,0.565,0.207,0.569,0.529,0.133,0.047,13,7.83,6.1,6.77,4.42
TCBIS1586,9.85,0.167,0.716,0.793,0.583,0.454,0.755,0.279,-0.003,0.155,0.639,0.637,0.806,0.44,0.496,11,5.54,7.65,6.15,7.73
TCBIS1587,3.938,0.301,0.65,0.326,0.166,0.534,0.559,0.474,-0.526,0.282,0.512,0.453,0.671,0.171,0.255,10,6.62,5.56,5.74,6.8
TCBIS1588,11.479,0.378,0.601,0.673,0.438,0.242,0.794,0.149,0.126,0.357,0.573,0.323,0.421,0.143,0.522,16,4.78,6.04,6.4,6.71
TCBIS1589,4.252,0.591,0.908,0.069,0.255,0.508,0.879,0.166,0.019,0.58,0.654,0.399,0.271,0.329,0.181,22,6.56,3.71,6.33,7.48
TCBIS1590,7.602,0.63,0.493,0.83,0.748,0.381,0.741,0.182,-0.292,0.612,0.404,0.266,0.336,0.142,0.239,15,5.31,7.23,5.65,5.29
TCBIS1591,8.183,0.31,0.623,0.214,0.579,0.464,0.808,0.215,-0.29,0.432,0.503,0.531,0.799,0.15,0.281,20,6.84,4.57,6.81,6.36
TCBIS1592,11.373,0.48,0.667,0.306,0.294,0.272,0.827,0.098,-0.546,0.276,0.484,0.415,0.232,0.107,0.144,12,5.68,5.0,8.15,6.43
TCBIS1593,7.539,0.584,0.523,0.487,0.612,0.346,1.0,0.057,0.407,-0.097,0.366,0.213,0.459,0.693,0.075,17,4.61,5.84,6.37,5.07
TCBIS1594,5.235,0.553,0.593,0.631,0.794,0.582,0.734,0.248,-0.198,0.604,0.515,0.519,0.394,0.193,0.371,19,7.11,6.84,6.44,6.78
TCBIS1595,5.287,0.664,0.411,0.682,0.613,0.453,0.395,0.535,-0.484,-0.107,0.324,0.278,0.799,0.042,0.163,16,5.59,6.08,6.22,5.52
TCBIS1596,4.942,0.881,0.406,0.089,0.509,0.48,0.764,0.256,0.136,0.302,0.409,0.333,0.228,0.345,0.416,17,5.99,4.35,4.78,5.69
TCBIS1597,10.123,0.152,0.172,0.323,0.551,0.317,0.579,0.496,-0.16,-0.015,0.15,0.361,0.478,0.407,0.108,22,4.65,5.87,4.87,3.82
TCBIS1598,5.621,0.117,0.549,0.329,0.603,0.369,0.597,0.456,0.373,0.503,0.459,0.118,0.52,0.364,0.293,24,4.76,5.42,5.23,6.29
TCBIS1599,11.494,0.49,0.483,0.413,0.316,0.38,0.783,0.137,-0.145,-0.269,0.357,0.658,0.796,0.131,0.123,22,7.25,4.77,7.11,5.42
TCBIS1600,11.147,0.334,0.25,0.729,0.778,0.432,1.0,0.028,-0.458,-0.08,0.364,0.644,0.647,0.174,0.575,15,6.41,6.5,7.07,4.96
TCBIS1601,8.808,0.571,0.435,0.714,0.775,0.578,0.718,0.256,-0.201,-0.294,0.334,0.789,0.469,0.117,0.146,24,7.79,5.55,6.79,4.76
TCBIS1602,6.064,0.465,0.824,0.595,0.283,0.432,0.525,0.47,-0.376,0.377,0.685,0.364,0.615,0.054,0.428,10,6.21,5.54,6.87,7.69
TCBIS1603,5.531,0.483,0.447,0.477,0.64,0.656,0.736,0.186,0.403,-0.244,0.386,0.742,0.856,0.038,0.274,13,8.1,5.84,7.46,6.15
TCBIS1604,9.393,0.568,0.768,0.262,0.561,0.247,0.753,0.249,0.001,0.042,0.547,0.146,0.919,0.015,0.138,21,5.66,5.02,6.81,6.48
TCBIS1605,7.085,0.271,0.737,0.226,0.511,0.501,0.567,0.456,0.171,0.64,0.669,0.545,0.635,0.108,0.543,15,6.57,4.9,5.95,7.44
TCBIS1606,2.547,0.708,0.62,0.496,0.372,0.643,0.693,0.256,-0.217,0.024,0.609,0.543,0.729,0.042,0.588,14,7.39,5.57,5.13,7.72
TCBIS1607,2.338,0.317,0.926,0.875,0.519,0.605,1.0,0.038,-0.138,-0.081,0.756,0.409,0.947,0.238,0.439,18,7.52,6.97,6.22,8.49
TCBIS1608,4.011,0.259,0.549,0.734,0.509,0.627,0.507,0.477,-0.309,0.375,0.438,0.589,0.254,0.119,0.232,24,6.91,5.88,6.14,5.59
TCBIS1609,3.881,0.313,0.465,0.313,0.296,0.726,0.541,0.405,-0.227,-0.306,0.382,0.846,0.802,0.019,0.228,14,7.85,4.39,6.8,5.47
TCBIS1610,5.151,0.223,0.722,0.287,0.422,0.574,0.803,0.206,0.39,0.14,0.578,0.578,0.179,0.153,0.31,20,7.76,4.97,5.84,5.45
TCBIS1611,2.41,0.146,0.098,0.47,0.534,0.819,0.644,0.391,-0.357,-0.064,0.131,0.887,0.708,0.141,0.192,14,7.78,5.29,6.17,4.51
TCBIS1612,6.119,0.3,0.709,0.339,0.576,0.667,0.83,0.216,0.345,-0.34,0.515,0.824,0.63,0.278,0.156,12,6.32,4.64,6.47,6.63
TCBIS1613,10.393,0.678,0.506,0.617,0.751,0.351,0.126,0.802,-0.528,-0.024,0.552,0.413,0.906,0.003,0.637,12,5.25,7.01,6.38,6.12
TCBIS1614,8.993,0.179,0.724,0.519,0.285,0.553,0.945,0.1,-0.365,0.503,0.565,0.858,0.723,0.157,0.27,17,7.69,4.92,7.14,6.49
TCBIS1615,2.814,0.545,0.686,0.612,0.696,0.634,0.77,0.211,0.459,-0.207,0.492,0.47,0.872,0.094,0.131,23,7.2,6.76,7.9,6.19
TCBIS1616,3.231,0.475,0.395,0.657,0.402,0.611,0.805,0.187,0.541,-0.181,0.308,0.518,0.589,0.068,0.147,23,6.07,5.71,7.61,5.23
TCBIS1617,6.897,0.756,0.806,0.606,0.337,0.596,0.593,0.33,-0.518,-0.319,0.651,0.779,0.834,0.056,0.362,10,7.6,5.84,6.35,7.14
TCBIS1618,11.142,0.491,0.557,0.828,0.453,0.201,0.667,0.339,-0.44,-0.062,0.426,0.202,0.484,0.441,0.182,12,3.98,5.97,6.33,5.49
TCBIS1619,10.89,0.684,0.276,0.068,0.126,0.098,0.878,0.076,0.138,0.604,0.289,0.028,0.524,0.055,0.314,24,4.98,3.04,6.16,4.62
TCBIS1620,3.995,0.398,0.54,0.77,0.463,0.593,0.653,0.399,0.235,0.102,0.464,0.522,0.818,0.074,0.324,10,6.85,6.4,7.1,6.41
TCBIS1621,4.632,0.445,0.59,0.641,0.409,0.547,0.795,0.261,0.053,-0.102,0.485,0.481,0.423,0.171,0.291,10,6.94,5.83,7.28,6.35
TCBIS1622,5.872,0.73,0.374,0.661,0.428,0.573,0.947,0.064,-0.184,0.629,0.376,0.631,0.681,0.275,0.381,12,7.8,6.24,5.79,6.54
TCBIS1623,1.125,0.467,0.31,0.2,0.392,0.561,0.938,0.103,0.004,0.572,0.322,0.245,0.318,0.312,0.345,24,6.27,3.7,6.38,4.57
TCBIS1624,11.235,0.163,0.231,0.654,0.814,0.209,0.917,0.069,0.473,0.591,0.2,0.147,0.693,0.348,0.141,11,4.89,6.61,5.18,4.94
TCBIS1625,9.6,0.613,0.624,0.633,0.768,0.432,0.502,0.522,-0.236,0.15,0.588,0.527,0.94,0.299,0.522,18,6.12,5.42,6.01,7.31
TCBIS1626,2.128,0.825,0.828,0.217,0.521,0.7,1.0,0.022,0.216,0.197,0.586,0.603,0.467,0.039,0.137,10,8.89,5.06,5.75,7.12
TCBIS1627,4.22,0.194,0.376,0.887,0.764,0.713,0.521,0.532,-0.511,0.451,0.332,0.739,0.844,0.191,0.251,17,6.96,7.76,5.47,6.22
TCBIS1628,7.849,0.26,0.191,0.404,0.433,0.309,0.949,0.099,0.419,0.424,0.157,0.194,0.626,0.356,0.095,18,4.99,3.99,7.2,4.54
TCBIS1629,9.493,0.171,0.581,0.306,0.584,0.416,0.59,0.343,-0.326,-0.125,0.394,0.524,0.579,0.211,0.046,17,6.7,4.84,6.53,5.86
TCBIS1630,4.111,0.391,0.185,0.558,0.747,0.652,0.562,0.482,-0.236,0.457,0.217,0.599,0.723,0.125,0.277,22,7.58,6.73,7.43,4.82
TCBIS1631,7.618,0.832,0.886,0.667,0.649,0.384,0.913,0.155,0.456,0.045,0.641,0.296,0.572,0.034,0.186,18,7.31,6.36,5.13,7.14
TCBIS1632,7.156,0.762,0.226,0.465,0.506,0.549,0.639,0.33,0.422,-0.251,0.301,0.657,0.941,0.124,0.441,21,7.01,5.03,5.23,5.56
TCBIS1633,11.227,0.909,0.943,0.439,0.25,0.282,0.65,0.315,-0.319,-0.257,0.654,0.434,0.81,0.167,0.116,14,6.05,4.6,5.08,7.55
TCBIS1634,8.946,0.55,0.078,0.337,0.311,0.342,1.0,0.016,-0.399,0.369,0.332,0.379,0.322,0.12,0.803,10,6.46,4.57,6.67,4.81
TCBIS1635,8.507,0.737,0.487,0.609,0.606,0.494,0.892,0.088,0.084,0.223,0.411,0.617,0.547,0.522,0.269,19,6.01,6.37,5.57,5.8
TCBIS1636,9.547,0.712,0.315,0.183,0.526,0.559,0.865,0.179,-0.495,0.457,0.323,0.859,0.747,0.202,0.337,19,6.8,5.52,6.38,5.48
TCBIS1637,4.424,0.449,0.322,0.78,0.365,0.698,0.658,0.266,0.517,0.205,0.413,0.811,0.713,0.153,0.581,14,6.46,5.89,7.1,6.44
TCBIS1638,9.278,0.254,0.546,0.106,0.301,0.535,0.554,0.366,-0.339,-0.116,0.42,0.836,0.756,0.052,0.187,10,6.82,3.6,6.64,5.96
TCBIS1639,1.429,0.238,0.64,0.111,0.558,0.6,0.913,0.132,0.227,-0.004,0.5,0.319,0.239,0.257,0.239,20,7.23,4.84,5.82,5.92
TCBIS1640,4.471,0.664,0.855,0.828,0.703,0.668,0.545,0.427,0.061,0.5,0.707,0.673,0.641,0.166,0.432,14,7.84,7.52,6.64,7.54
TCBIS1641,5.146,0.364,0.218,0.326,0.657,0.501,0.941,0.053,-0.141,0.414,0.234,0.363,0.587,0.033,0.263,13,6.88,5.97,7.24,4.5
TCBIS1642,7.745,0.44,0.507,0.471,0.508,0.338,0.859,0.106,0.058,0.403,0.491,0.235,0.822,0.432,0.462,17,4.84,6.01,6.75,6.66
TCBIS1643,9.168,0.481,0.871,0.56,0.712,0.454,0.749,0.209,0.515,0.132,0.751,0.557,0.687,0.141,0.529,11,6.76,6.59,6.41,8.26
TCBIS1644,1.32,0.246,0.202,0.433,0.331,0.66,0.719,0.262,0.429,0.101,0.228,0.494,0.346,0.21,0.276,15,7.0,4.31,6.74,4.46
TCBIS1645,10.883,0.437,0.438,0.216,0.623,0.199,0.714,0.309,-0.506,0.306,0.335,0.142,0.786,0.447,0.143,15,3.46,4.76,6.89,5.51
TCBIS1646,3.359,0.4,0.355,0.78,0.538,0.626,0.713,0.313,-0.208,0.311,0.42,0.531,0.862,0.04,0.54,10,7.92,6.63,6.95,5.47
TCBIS1647,6.026,0.616,0.456,0.392,0.421,0.54,0.926,0.111,0.0,0.583,0.316,0.57,0.807,0.467,0.057,11,6.63,5.32,6.86,5.31
TCBIS1648,6.981,0.316,0.534,0.614,0.561,0.359,0.763,0.244,-0.167,0.303,0.508,0.209,0.193,0.22,0.46,14,5.12,5.79,6.44,6.24
TCBIS1649,5.287,0.539,0.544,0.948,0.447,0.412,0.9,0.094,-0.046,0.453,0.37,0.222,0.946,0.12,0.046,11,6.09,6.5,7.51,5.74
TCBIS1650,7.957,0.358,0.244,0.447,0.225,0.528,0.871,0.167,-0.267,0.014,0.306,0.735,0.753,0.171,0.42,21,7.3,5.1,7.03,5.39
TCBIS1651,10.374,0.641,0.772,0.063,0.368,0.378,0.966,0.066,0.171,0.068,0.59,0.557,0.699,0.228,0.253,10,7.12,4.26,6.58,6.18
TCBIS1652,7.332,0.558,0.282,0.871,0.551,0.478,0.864,0.06,-0.387,0.121,0.208,0.503,0.604,0.139,0.071,18,6.5,7.22,7.49,4.82
TCBIS1653,6.271,0.657,0.714,0.158,0.611,0.541,0.865,0.15,-0.444,0.022,0.503,0.549,0.597,0.309,0.111,11,7.34,4.46,6.38,5.93
TCBIS1654,10.42,0.293,0.266,0.308,0.483,0.466,0.872,0.155,0.539,0.419,0.23,0.73,0.843,0.117,0.163,14,7.12,4.49,6.43,5.03
TCBIS1655,4.278,0.683,0.122,0.452,0.459,0.634,0.895,0.122,0.056,-0.099,0.125,0.636,0.646,0.192,0.131,23,7.29,5.83,6.0,3.87
TCBIS1656,3.588,0.71,0.809,0.945,0.805,0.508,0.863,0.069,0.483,0.499,0.556,0.226,0.933,0.213,0.086,17,6.24,7.27,5.42,7.53
TCBIS1657,5.482,0.538,0.602,0.186,0.472,0.478,0.692,0.305,0.115,0.602,0.549,0.378,0.562,0.015,0.451,22,6.49,4.52,6.6,6.43
TCBIS1658,9.59,0.418,0.099,0.545,0.415,0.466,0.812,0.169,-0.058,-0.292,0.117,0.681,0.894,0.264,0.151,24,6.13,4.73,6.48,4.33
TCBIS1659,9.131,0.505,0.493,0.8,0.652,0.43,0.939,0.105,-0.106,-0.073,0.467,0.514,0.605,0.357,0.42,21,5.77,6.1,6.72,6.11
TCBIS1660,4.929,0.604,0.347,0.424,0.564,0.456,0.609,0.322,-0.33,0.089,0.329,0.268,0.798,0.082,0.296,16,6.7,6.75,6.62,5.33
TCBIS1661,11.413,0.189,0.262,0.905,0.716,0.444,0.862,0.105,-0.243,0.052,0.325,0.706,0.669,0.075,0.441,24,6.78,7.92,6.53,5.04
TCBIS1662,5.318,0.761,0.936,0.378,0.394,0.433,0.753,0.182,-0.006,0.415,0.783,0.284,0.287,0.022,0.498,16,6.64,5.28,5.5,8.45
TCBIS1663,6.943,0.23,0.298,0.478,0.416,0.414,0.675,0.27,-0.426,-0.136,0.205,0.362,0.607,0.346,0.033,17,5.59,5.3,5.41,4.32
TCBIS1664,1.908,0.573,0.544,0.314,0.321,0.764,0.908,0.094,-0.123,-0.297,0.43,0.773,0.66,0.251,0.217,18,7.52,4.7,5.87,6.0
TCBIS1665,9.517,0.335,0.882,0.543,0.509,0.314,0.81,0.238,-0.515,0.236,0.595,0.316,0.815,0.065,0.062,11,5.62,6.47,6.41,7.4
TCBIS1666,2.525,0.273,0.763,0.487,0.544,0.7,0.744,0.203,-0.528,0.195,0.602,0.63,0.737,0.316,0.304,16,7.5,5.84,5.89,7.25
TCBIS1667,5.606,0.763,0.292,0.705,0.832,0.641,0.523,0.437,0.175,0.195,0.335,0.671,0.922,0.228,0.415,13,7.01,7.17,6.9,5.51
TCBIS1668,3.032,0.512,0.242,0.341,0.599,0.764,0.767,0.256,0.172,-0.204,0.196,0.798,0.871,0.207,0.11,24,8.06,6.38,6.56,4.76
TCBIS1669,6.862,0.322,0.111,0.568,0.423,0.298,0.76,0.202,0.107,0.265,0.101,0.096,0.756,0.307,0.083,24,4.79,5.36,6.32,3.89
TCBIS1670,4.576,0.486,0.647,0.651,0.335,0.534,0.419,0.624,-0.104,0.405,0.544,0.464,0.315,0.643,0.352,22,6.11,6.19,5.36,6.02
TCBIS1671,1.46,0.88,0.356,0.565,0.52,0.653,0.842,0.151,-0.201,0.293,0.328,0.448,0.891,0.199,0.275,22,8.29,6.3,4.35,4.79
TCBIS1672,2.153,0.896,0.753,0.632,0.456,0.667,0.814,0.201,0.277,0.053,0.543,0.546,0.653,0.022,0.154,24,7.66,5.71,5.24,6.74
TCBIS1673,9.746,0.37,0.553,0.401,0.626,0.394,0.668,0.384,0.388,0.355,0.38,0.486,0.575,0.107,0.058,15,6.16,4.74,6.96,5.21
TCBIS1674,5.449,0.231,0.625,0.713,0.438,0.644,0.955,0.011,0.221,0.566,0.518,0.752,0.763,0.19,0.318,23,7.08,6.49,6.87,5.7
TCBIS1675,8.766,0.463,0.72,0.614,0.49,0.351,0.995,0.056,0.462,-0.146,0.548,0.346,0.737,0.305,0.229,19,5.93,6.03,6.6,6.9
TCBIS1676,1.72,0.678,0.752,0.76,0.472,0.722,0.781,0.243,-0.36,0.475,0.571,0.631,0.848,0.074,0.234,21,7.43,6.51,5.88,6.91
TCBIS1677,5.209,0.668,0.598,0.482,0.307,0.707,0.861,0.069,0.04,-0.326,0.444,0.904,0.689,0.043,0.157,19,8.04,4.58,6.75,5.76
TCBIS1678,5.52,0.37,0.664,0.421,0.543,0.417,0.745,0.332,0.28,0.609,0.555,0.231,0.269,0.085,0.353,14,5.86,5.86,6.87,5.79
TCBIS1679,4.331,0.106,0.228,0.758,0.462,0.578,0.748,0.24,0.027,0.546,0.298,0.515,0.429,0.396,0.427,10,6.79,5.98,4.77,4.37
TCBIS1680,2.064,0.461,0.427,0.273,0.233,0.563,0.579,0.473,-0.089,-0.117,0.46,0.359,0.555,0.33,0.521,20,6.22,5.11,7.03,6.38
TCBIS1681,7.773,0.519,0.567,0.497,0.294,0.393,0.731,0.224,-0.002,0.127,0.591,0.405,0.504,0.191,0.636,14,6.26,6.08,6.55,6.44
TCBIS1682,1.367,0.466,0.643,0.984,0.818,0.81,0.896,0.089,-0.43,-0.301,0.43,0.724,0.8,0.029,0.035,13,8.66,8.35,7.6,6.07
TCBIS1683,1.67,0.648,0.343,0.507,0.528,0.584,0.76,0.302,0.363,0.168,0.278,0.309,0.682,0.278,0.157,22,6.36,5.58,5.45,4.67
TCBIS1684,8.793,0.53,0.141,0.47,0.701,0.497,0.746,0.227,0.415,-0.013,0.367,0.626,0.428,0.014,0.786,17,7.38,5.76,6.43,5.1
TCBIS1685,5.317,0.651,0.426,0.409,0.697,0.485,0.757,0.18,-0.488,-0.22,0.345,0.332,0.546,0.637,0.194,16,5.0,4.8,5.38,5.49
TCBIS1686,10.132,0.26,0.539,0.693,0.838,0.239,0.608,0.45,0.288,-0.141,0.437,0.124,0.677,0.002,0.248,18,4.81,8.0,6.09,5.87
TCBIS1687,1.899,0.838,0.108,0.266,0.315,0.762,0.778,0.184,0.355,0.3,0.201,0.77,0.661,0.237,0.375,12,7.5,4.27,5.39,3.9
TCBIS1688,8.936,0.371,0.246,0.073,0.139,0.439,0.584,0.39,0.514,0.62,0.214,0.631,0.679,0.12,0.154,18,6.58,3.41,7.36,4.92
TCBIS1689,7.337,0.292,0.237,0.348,0.347,0.549,0.689,0.384,0.285,-0.076,0.303,0.707,0.652,0.386,0.427,20,6.62,4.92,6.17,5.32
TCBIS1690,4.03,0.235,0.418,0.319,0.402,0.351,0.981,0.092,0.069,-0.157,0.51,0.0,0.821,0.417,0.682,19,4.93,4.56,5.02,5.59
TCBIS1691,1.01,0.509,0.523,0.302,0.43,0.724,0.47,0.554,-0.066,-0.236,0.596,0.591,0.635,0.045,0.732,20,7.47,4.99,6.88,7.52
TCBIS1692,4.769,0.625,0.271,0.628,0.427,0.528,0.703,0.37,0.098,0.215,0.27,0.446,0.97,0.058,0.268,13,7.56,6.08,6.62,5.26
TCBIS1693,11.275,0.37,0.689,0.686,0.718,0.225,0.89,0.036,0.022,-0.143,0.498,0.208,0.739,0.06,0.142,15,4.52,6.74,6.3,6.46
TCBIS1694,4.668,0.621,0.411,0.467,0.52,0.719,0.866,0.133,-0.462,0.628,0.301,0.842,0.88,0.158,0.096,20,8.78,5.5,7.0,5.74
TCBIS1695,9.236,0.081,0.319,0.285,0.506,0.501,0.873,0.133,0.499,0.489,0.219,0.711,0.831,0.061,0.034,15,7.95,5.14,6.02,4.77
TCBIS1696,1.785,0.876,0.393,0.767,0.81,0.82,1.0,0.025,-0.086,0.528,0.346,0.779,0.58,0.049,0.26,19,8.61,7.29,5.7,5.46
TCBIS1697,10.798,0.097,0.3,0.168,0.552,0.45,0.914,0.148,0.545,-0.345,0.252,0.707,0.859,0.44,0.162,15,5.79,5.21,6.21,5.16
TCBIS1698,7.463,0.55,0.156,0.585,0.306,0.511,0.72,0.293,-0.091,0.164,0.22,0.642,0.664,0.064,0.339,16,7.3,5.07,6.57,4.44
TCBIS1699,9.787,0.459,0.826,0.314,0.285,0.517,0.519,0.508,0.198,0.639,0.678,0.838,0.919,0.158,0.403,19,7.26,4.76,7.45,8.25
TCBIS1700,7.248,0.192,0.098,0.624,0.797,0.513,0.529,0.396,0.502,0.04,0.183,0.52,0.546,0.09,0.34,18,7.0,6.6,6.02,4.21
TCBIS1701,10.835,0.433,0.644,0.648,0.59,0.227,0.905,0.158,-0.421,-0.339,0.498,0.206,0.821,0.109,0.227,20,5.45,6.31,6.95,6.65
TCBIS1702,9.105,0.171,0.918,0.21,0.579,0.539,0.703,0.239,-0.049,0.422,0.657,0.77,0.48,0.295,0.173,23,6.55,4.45,6.17,8.0
TCBIS1703,4.823,0.309,0.73,0.759,0.618,0.49,0.55,0.483,0.181,0.62,0.646,0.322,0.21,0.116,0.491,14,6.68,6.75,6.34,6.86
TCBIS1704,2.571,0.091,0.438,0.354,0.305,0.619,0.87,0.164,-0.013,0.468,0.451,0.505,0.258,0.097,0.475,22,6.94,5.0,6.17,5.32
TCBIS1705,5.147,0.561,0.431,0.338,0.424,0.655,0.745,0.228,0.276,0.543,0.37,0.758,0.8,0.147,0.257,19,8.67,5.15,7.63,5.42
TCBIS1706,10.653,0.354,0.374,0.364,0.687,0.367,0.946,0.083,0.198,0.077,0.303,0.482,0.631,0.542,0.172,19,5.09,5.66,5.64,5.37
TCBIS1707,7.712,0.451,0.896,0.82,0.765,0.418,0.948,0.034,0.308,-0.165,0.78,0.353,0.476,0.24,0.566,15,6.23,7.29,7.59,7.84
TCBIS1708,7.099,0.159,0.612,0.341,0.444,0.438,0.801,0.196,-0.302,-0.185,0.5,0.421,0.731,0.162,0.291,15,6.81,4.48,5.99,6.01
TCBIS1709,5.59,0.198,0.251,0.274,0.661,0.572,0.487,0.474,0.452,-0.185,0.225,0.554,0.723,0.022,0.176,12,7.45,4.28,6.05,5.33
TCBIS1710,3.654,0.207,0.626,0.729,0.671,0.743,0.868,0.186,-0.436,-0.117,0.505,0.783,0.722,0.028,0.28,20,8.48,6.13,6.44,6.57
TCBIS1711,9.266,0.418,0.832,0.161,0.387,0.466,0.759,0.21,-0.356,0.358,0.716,0.662,0.434,0.439,0.501,18,5.48,4.47,6.42,8.04
TCBIS1712,6.409,0.81,0.759,0.598,0.708,0.598,0.654,0.337,-0.428,-0.117,0.663,0.665,0.697,0.147,0.484,13,7.64,6.61,5.5,7.2
TCBIS1713,8.447,0.392,0.773,0.717,0.648,0.453,0.658,0.353,0.409,0.346,0.597,0.512,0.698,0.531,0.27,22,6.42,6.65,6.55,7.3
TCBIS1714,3.074,0.319,0.615,0.429,0.393,0.6,0.633,0.411,-0.497,0.202,0.539,0.482,0.463,0.048,0.399,24,7.1,5.88,5.95,6.64
TCBIS1715,3.696,0.858,0.364,0.166,0.573,0.393,0.701,0.365,-0.294,0.041,0.454,0.03,0.513,0.513,0.62,10,5.57,4.3,4.43,5.22
TCBIS1716,9.59,0.153,0.391,0.221,0.386,0.477,0.898,0.151,-0.504,0.361,0.406,0.711,0.763,0.139,0.434,23,7.56,4.29,5.86,5.52
TCBIS1717,5.219,0.4,0.551,0.309,0.372,0.665,0.834,0.171,-0.301,0.364,0.558,0.796,0.77,0.176,0.571,11,8.24,5.04,7.27,7.09
TCBIS1718,8.217,0.598,0.552,0.443,0.583,0.394,0.905,0.146,0.333,0.061,0.578,0.379,0.592,0.01,0.627,19,6.95,5.98,7.14,6.4
TCBIS1719,4.663,0.547,0.538,0.761,0.525,0.39,0.876,0.08,-0.505,-0.086,0.363,0.108,0.402,0.314,0.037,22,6.13,7.57,6.2,4.97
